cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2020,1752-7155,18,18,18,13,15,18,Global
2021,1752-7155,19,19,18,14,13,19,Global
2022,1752-7155,24,24,24,16,24,24,Global
2022,1752-7155,1,1,1,1,1,1,Germany
2019,1752-7716,7,0,0,2,7,0,Global
2019,1752-7716,1,0,0,0,1,0,Germany
2020,1752-7716,4,0,3,1,4,0,Global
2021,1752-7716,13,0,6,2,12,0,Global
2022,1752-7716,2,0,0,2,2,0,Global
2021,1752-8631,1,0,0,0,0,1,Global
2018,1752-928X,3,3,2,2,0,3,Global
2019,1752-928X,5,5,4,3,0,5,Global
2020,1752-928X,7,7,6,3,0,7,Global
2021,1752-928X,9,9,5,0,0,9,Global
2022,1752-928X,8,8,7,3,0,8,Global
2017,1752-9719,3,0,0,0,3,3,Global
2017,1752-9719,1,0,0,0,1,1,Germany
2018,1752-9719,2,0,1,0,2,2,Global
2019,1752-9719,5,0,5,0,5,5,Global
2020,1752-9719,13,0,13,0,13,13,Global
2021,1752-9719,1,0,1,0,1,1,Global
2022,1752-9719,9,0,7,0,9,8,Global
2022,1752-9719,1,0,1,0,1,1,Germany
2019,1752-9921,5,0,3,5,5,5,Global
2020,1752-9921,11,0,5,11,11,11,Global
2021,1752-9921,13,0,10,12,12,13,Global
2022,1752-9921,24,0,17,20,21,24,Global
2022,1752-9921,1,0,1,0,1,1,Germany
2018,1753-0229,1,1,0,0,0,1,Global
2020,1753-0229,3,3,1,0,0,3,Global
2021,1753-0229,3,3,2,1,0,3,Global
2022,1753-0229,1,1,1,0,0,1,Global
2017,1753-0350,1,1,0,1,0,1,Global
2018,1753-0350,1,1,1,1,0,1,Global
2019,1753-0350,13,6,1,6,0,13,Global
2019,1753-0350,1,1,0,0,0,1,Germany
2020,1753-0350,12,0,7,7,0,12,Global
2021,1753-0350,14,0,8,6,0,14,Global
2021,1753-0350,2,0,0,0,0,2,Germany
2022,1753-0350,21,0,18,11,0,21,Global
2022,1753-0350,1,0,1,0,0,1,Germany
2017,1753-1055,4,4,1,3,0,4,Global
2018,1753-1055,4,2,1,1,0,4,Global
2018,1753-1055,2,1,1,0,0,2,Germany
2019,1753-1055,2,2,1,2,0,2,Global
2020,1753-1055,21,0,5,3,0,21,Global
2020,1753-1055,1,0,0,0,0,1,Germany
2021,1753-1055,10,0,6,6,0,10,Global
2021,1753-1055,1,0,1,1,0,1,Germany
2022,1753-1055,4,0,3,2,0,4,Global
2022,1753-1055,1,0,1,1,0,1,Germany
2018,1753-1403,1,1,1,1,0,1,Global
2019,1753-1403,1,1,1,0,0,1,Global
2022,1753-1403,3,3,3,0,0,3,Global
2017,1753-3015,1,1,0,1,0,1,Global
2019,1753-3015,2,2,1,2,0,2,Global
2020,1753-3015,4,0,3,4,0,4,Global
2021,1753-3015,6,0,5,5,0,6,Global
2022,1753-3015,6,0,6,6,0,6,Global
2017,1753-5069,6,6,2,5,0,6,Global
2017,1753-5069,1,1,1,1,0,1,Germany
2018,1753-5069,4,1,2,3,0,4,Global
2019,1753-5069,5,2,1,1,0,5,Global
2020,1753-5069,6,0,6,3,0,6,Global
2020,1753-5069,3,0,3,2,0,3,Germany
2021,1753-5069,5,0,3,2,0,5,Global
2022,1753-5069,9,0,6,8,0,9,Global
2022,1753-5069,2,0,1,2,0,2,Germany
2017,1753-5131,4,4,3,3,0,4,Global
2018,1753-5131,10,10,10,8,0,10,Global
2019,1753-5131,21,21,14,11,0,20,Global
2019,1753-5131,1,1,1,0,0,1,Germany
2020,1753-5131,20,20,19,14,0,20,Global
2020,1753-5131,1,1,1,0,0,1,Germany
2021,1753-5131,28,28,28,16,0,28,Global
2021,1753-5131,5,5,5,2,0,5,Germany
2022,1753-5131,16,16,16,11,0,16,Global
2022,1753-5131,2,2,2,0,0,2,Germany
2020,1753-5654,1,0,1,0,0,1,Global
2021,1753-5654,1,0,1,0,0,1,Global
2017,1753-8068,2,2,1,1,0,2,Global
2019,1753-8068,1,1,1,1,0,1,Global
2020,1753-8068,1,0,1,1,0,1,Global
2021,1753-8068,5,0,4,2,0,5,Global
2022,1753-8068,2,0,1,1,0,2,Global
2022,1753-8068,1,0,1,0,0,1,Germany
2017,1753-8157,2,2,0,2,0,2,Global
2018,1753-8157,2,1,1,0,0,2,Global
2020,1753-8157,1,0,1,0,0,1,Global
2021,1753-8157,12,0,9,10,0,12,Global
2022,1753-8157,3,0,2,3,0,3,Global
2019,1753-8416,1,1,0,1,0,1,Global
2019,1753-8416,1,1,0,1,0,1,Germany
2020,1753-8416,8,8,0,5,0,8,Global
2020,1753-8416,2,2,0,1,0,2,Germany
2021,1753-8416,5,5,0,3,0,5,Global
2021,1753-8416,3,3,0,1,0,3,Germany
2022,1753-8416,13,13,0,8,0,13,Global
2022,1753-8416,2,2,0,1,0,2,Germany
2019,1753-8963,1,0,1,0,0,1,Global
2020,1753-8963,1,0,0,0,0,1,Global
2021,1753-8963,2,0,0,1,0,2,Global
2022,1753-8963,1,0,1,1,0,1,Global
2019,1753-9137,2,0,0,1,2,2,Global
2021,1753-9137,2,0,1,0,2,2,Global
2021,1753-9137,1,0,0,0,1,1,Germany
2022,1753-9137,8,0,7,2,8,8,Global
2017,1753-9161,1,1,1,1,0,1,Global
2018,1753-9161,1,1,0,1,0,1,Global
2019,1753-9161,6,4,3,1,0,6,Global
2019,1753-9161,1,1,0,1,0,1,Germany
2020,1753-9161,3,0,1,1,0,3,Global
2021,1753-9161,14,0,7,3,0,12,Global
2021,1753-9161,1,0,1,0,0,1,Germany
2022,1753-9161,22,0,11,6,0,22,Global
2018,1754-0194,1,1,0,1,0,0,Global
2019,1754-0194,5,5,4,0,0,0,Global
2019,1754-0194,2,2,2,0,0,0,Germany
2020,1754-0194,7,7,7,3,0,0,Global
2021,1754-0194,5,5,3,2,0,0,Global
2022,1754-0194,7,7,3,2,0,0,Global
2022,1754-0194,1,1,0,0,0,0,Germany
2018,1754-0763,1,1,0,0,0,1,Global
2021,1754-0763,3,0,3,0,0,3,Global
2022,1754-0763,8,0,6,4,0,8,Global
2021,1754-1328,1,0,0,0,0,1,Global
2021,1754-1476,2,0,0,0,2,2,Global
2017,1754-2871,1,1,1,0,0,1,Global
2019,1754-3274,1,1,1,1,0,1,Global
2020,1754-3274,3,0,3,1,0,3,Global
2021,1754-3274,7,0,7,2,0,7,Global
2022,1754-3274,3,0,2,0,0,3,Global
2018,1754-470X,1,0,0,0,1,1,Global
2020,1754-470X,14,0,12,0,14,13,Global
2021,1754-470X,15,0,10,0,15,15,Global
2022,1754-470X,24,0,22,0,24,24,Global
2019,1754-4769,3,1,2,0,0,3,Global
2022,1754-4769,1,0,1,0,0,1,Global
2017,1754-5692,7,0,7,6,7,7,Global
2017,1754-5692,1,0,1,0,1,1,Germany
2018,1754-5692,57,0,46,41,57,47,Global
2018,1754-5692,8,0,8,6,8,8,Germany
2019,1754-5692,59,0,52,47,59,56,Global
2019,1754-5692,8,0,8,6,8,8,Germany
2020,1754-5692,71,0,68,65,71,67,Global
2020,1754-5692,16,0,16,16,16,16,Germany
2021,1754-5692,93,0,83,74,93,81,Global
2021,1754-5692,13,0,13,12,13,13,Germany
2022,1754-5692,82,0,67,72,82,71,Global
2022,1754-5692,1,0,1,1,1,1,Germany
2020,1754-6559,1,0,0,0,0,1,Global
2020,1754-6559,1,0,0,0,0,1,Germany
2021,1754-6559,3,0,2,0,0,3,Global
2021,1754-6559,1,0,1,0,0,1,Germany
2022,1754-6559,2,0,1,1,0,2,Global
2018,1754-7075,1,1,0,1,0,1,Global
2019,1754-7075,1,0,0,0,0,1,Global
2020,1754-7075,1,0,0,0,0,1,Global
2021,1754-7075,3,0,1,1,0,3,Global
2022,1754-7075,4,0,2,1,0,4,Global
2017,1754-9183,3,3,1,2,0,3,Global
2018,1754-9183,1,1,0,1,0,1,Global
2020,1754-9183,6,0,6,3,0,6,Global
2021,1754-9183,5,0,3,4,0,5,Global
2022,1754-9183,7,0,6,2,0,7,Global
2017,1754-9426,1,0,0,0,1,1,Global
2018,1754-9426,2,0,0,0,2,2,Global
2020,1754-9426,1,0,1,0,0,1,Global
2021,1754-9426,2,0,1,0,2,2,Global
2021,1754-9426,1,0,0,0,1,1,Germany
2022,1754-9426,7,0,5,0,4,7,Global
2018,1754-9477,2,2,2,1,0,2,Global
2019,1754-9477,1,1,1,0,0,1,Global
2019,1754-9477,1,1,1,0,0,1,Germany
2020,1754-9477,5,5,4,2,0,5,Global
2020,1754-9477,1,1,1,0,0,1,Germany
2021,1754-9477,10,10,10,0,0,10,Global
2021,1754-9477,2,2,2,0,0,2,Germany
2022,1754-9477,41,41,40,12,0,41,Global
2017,1754-9507,23,23,9,7,0,23,Global
2018,1754-9507,1,1,1,0,0,1,Global
2019,1754-9507,1,0,1,0,0,1,Global
2020,1754-9507,4,0,2,0,0,4,Global
2021,1754-9507,11,0,10,5,0,11,Global
2022,1754-9507,11,0,10,4,0,11,Global
2017,1754-9957,1,0,0,1,0,0,Global
2018,1754-9957,1,0,0,0,0,0,Global
2019,1754-9957,1,0,1,0,1,0,Global
2020,1754-9957,3,0,1,1,3,0,Global
2021,1754-9957,5,0,1,0,4,0,Global
2022,1754-9957,7,0,2,1,7,0,Global
2017,1754-9973,2,0,2,2,0,2,Global
2018,1754-9973,2,0,0,2,0,2,Global
2019,1754-9973,8,0,6,7,7,8,Global
2020,1754-9973,11,0,8,5,10,11,Global
2021,1754-9973,13,0,9,9,13,13,Global
2021,1754-9973,1,0,0,0,1,1,Germany
2022,1754-9973,6,0,6,4,6,6,Global
2020,1755-0211,4,0,0,0,4,4,Global
2021,1755-0211,17,0,4,0,17,17,Global
2022,1755-0211,8,0,7,0,8,8,Global
2018,1755-0491,1,0,0,0,1,1,Global
2019,1755-0491,2,0,2,0,2,2,Global
2020,1755-0491,7,0,7,0,7,7,Global
2020,1755-0491,1,0,1,0,1,1,Germany
2021,1755-0491,8,0,7,0,7,8,Global
2022,1755-0491,12,0,12,1,12,12,Global
2022,1755-0491,3,0,3,0,3,3,Germany
2019,1755-0637,1,0,1,0,1,1,Global
2020,1755-0637,2,0,2,0,2,2,Global
2021,1755-0637,1,0,0,0,1,1,Global
2022,1755-0637,1,0,1,0,1,1,Global
2017,1755-0874,3,3,0,3,0,3,Global
2018,1755-0874,2,1,2,2,0,2,Global
2018,1755-0874,1,0,1,1,0,1,Germany
2020,1755-0874,2,0,1,1,0,2,Global
2021,1755-0874,5,0,2,4,0,5,Global
2021,1755-0874,1,0,0,0,0,1,Germany
2017,1755-098X,11,11,8,11,0,11,Global
2017,1755-098X,1,1,1,1,0,1,Germany
2018,1755-098X,13,13,13,13,0,13,Global
2019,1755-098X,29,29,29,23,0,29,Global
2019,1755-098X,4,4,4,3,0,4,Germany
2020,1755-098X,48,48,48,33,0,48,Global
2020,1755-098X,12,12,12,8,0,12,Germany
2021,1755-098X,83,83,82,60,0,83,Global
2021,1755-098X,12,12,12,7,0,12,Germany
2022,1755-098X,72,72,72,55,0,72,Global
2022,1755-098X,6,6,6,6,0,6,Germany
2017,1755-1471,8,8,7,6,0,8,Global
2018,1755-1471,5,5,4,4,0,5,Global
2019,1755-1471,14,14,13,10,0,14,Global
2019,1755-1471,2,2,2,2,0,2,Germany
2020,1755-1471,10,10,10,9,0,10,Global
2020,1755-1471,1,1,1,1,0,1,Germany
2021,1755-1471,9,9,9,4,0,9,Global
2022,1755-1471,15,15,12,9,0,15,Global
2022,1755-1471,2,2,1,1,0,2,Germany
2019,1755-182X,1,0,1,0,0,0,Global
2020,1755-182X,1,0,1,0,0,0,Global
2021,1755-182X,4,0,1,0,0,0,Global
2022,1755-182X,2,0,2,2,0,0,Global
2017,1755-375X,16,16,10,10,0,16,Global
2017,1755-375X,1,1,0,1,0,1,Germany
2018,1755-375X,39,39,38,23,0,39,Global
2018,1755-375X,1,1,1,0,0,1,Germany
2019,1755-375X,62,62,62,27,0,62,Global
2019,1755-375X,10,10,10,3,0,10,Germany
2020,1755-375X,101,101,101,49,0,101,Global
2020,1755-375X,16,16,16,4,0,16,Germany
2021,1755-375X,142,142,142,48,0,141,Global
2021,1755-375X,26,26,26,5,0,26,Germany
2022,1755-375X,81,81,79,36,0,81,Global
2022,1755-375X,10,10,10,2,0,10,Germany
2021,1755-4330,7,7,7,7,7,7,Global
2021,1755-4330,5,5,5,5,5,5,Germany
2022,1755-4330,17,17,17,7,16,16,Global
2022,1755-4330,14,14,14,5,13,13,Germany
2018,1755-5345,1,1,0,1,0,1,Global
2019,1755-5345,3,3,1,2,0,3,Global
2020,1755-5345,1,1,1,1,0,1,Global
2021,1755-5345,15,15,14,10,0,15,Global
2022,1755-5345,12,12,11,7,0,12,Global
2017,1755-599X,2,2,0,1,0,2,Global
2018,1755-599X,1,1,0,0,0,1,Global
2019,1755-599X,2,2,0,0,0,2,Global
2020,1755-599X,10,10,4,4,0,10,Global
2021,1755-599X,21,21,0,9,0,21,Global
2022,1755-599X,11,11,0,3,0,11,Global
2017,1755-6171,1,1,0,1,0,1,Global
2019,1755-6171,1,1,0,0,0,1,Global
2019,1755-6171,1,1,0,0,0,1,Germany
2020,1755-6171,4,4,1,1,0,4,Global
2020,1755-6171,1,1,0,0,0,1,Germany
2021,1755-6171,1,1,0,0,0,1,Global
2022,1755-6171,1,1,0,0,0,1,Global
2019,1755-6341,2,2,0,0,0,2,Global
2021,1755-6341,2,2,0,1,2,2,Global
2021,1755-6341,1,1,0,1,1,1,Germany
2022,1755-6341,6,6,0,3,5,5,Global
2019,1755-6678,2,2,2,1,0,2,Global
2020,1755-6678,5,5,5,2,0,5,Global
2021,1755-6678,7,7,7,2,0,7,Global
2021,1755-6678,1,1,1,1,0,1,Germany
2022,1755-6678,9,9,9,0,0,9,Global
2017,1755-6910,1,0,0,0,1,1,Global
2018,1755-6910,3,0,0,0,3,3,Global
2021,1755-6910,11,0,11,0,10,11,Global
2022,1755-6910,3,0,3,0,3,3,Global
2019,1755-7739,6,0,5,0,6,6,Global
2019,1755-7739,2,0,2,0,2,2,Germany
2020,1755-7739,11,0,11,0,11,11,Global
2020,1755-7739,2,0,2,0,2,2,Germany
2021,1755-7739,15,0,15,0,15,15,Global
2021,1755-7739,3,0,3,0,3,3,Germany
2022,1755-7739,26,0,26,0,24,25,Global
2022,1755-7739,6,0,6,0,6,6,Germany
2017,1755-876X,1,1,0,1,0,1,Global
2018,1755-876X,1,1,1,0,0,1,Global
2019,1755-876X,3,0,2,2,0,3,Global
2019,1755-876X,1,0,1,1,0,1,Germany
2021,1755-876X,7,0,5,5,0,7,Global
2022,1755-876X,4,0,3,2,0,4,Global
2020,1756-073X,2,0,1,1,0,2,Global
2021,1756-073X,5,0,4,2,0,5,Global
2022,1756-073X,11,0,6,1,0,11,Global
2018,1756-1108,3,0,3,1,3,3,Global
2019,1756-1108,2,0,1,0,2,1,Global
2020,1756-1108,9,0,8,3,9,7,Global
2020,1756-1108,1,0,1,0,1,1,Germany
2021,1756-1108,4,0,4,2,4,4,Global
2022,1756-1108,4,0,3,2,4,3,Global
2022,1756-1310,1,0,0,0,0,0,Global
2019,1756-1833,17,17,13,0,14,10,Global
2019,1756-1833,1,1,1,0,1,1,Germany
2020,1756-1833,235,235,168,0,164,234,Global
2020,1756-1833,6,6,6,0,6,6,Germany
2021,1756-1833,203,203,152,14,144,203,Global
2021,1756-1833,1,1,1,0,1,1,Germany
2022,1756-1833,141,141,113,58,107,141,Global
2017,1756-1841,4,4,2,3,0,4,Global
2018,1756-1841,10,10,9,5,0,10,Global
2019,1756-1841,10,10,10,9,0,10,Global
2020,1756-1841,14,14,14,9,0,14,Global
2020,1756-1841,1,1,1,1,0,1,Germany
2021,1756-1841,15,15,14,5,0,15,Global
2022,1756-1841,16,16,16,1,0,16,Global
2022,1756-1841,1,1,1,0,0,1,Germany
2017,1756-2570,1,1,0,0,0,1,Global
2020,1756-2570,1,1,1,0,0,1,Global
2021,1756-2570,1,1,1,0,0,1,Global
2022,1756-2570,10,10,10,2,0,10,Global
2022,1756-2570,1,1,1,0,0,1,Germany
2021,1756-4255,3,0,1,2,3,2,Global
2022,1756-4905,2,0,1,0,0,2,Global
2018,1756-5391,4,4,0,1,0,4,Global
2019,1756-5391,5,5,4,1,0,5,Global
2019,1756-5391,1,1,0,0,0,1,Germany
2020,1756-5391,5,5,1,1,0,5,Global
2021,1756-5391,3,3,3,0,0,3,Global
2021,1756-5391,1,1,1,0,0,1,Germany
2022,1756-5391,10,10,9,2,0,10,Global
2017,1756-5529,10,10,6,7,0,10,Global
2017,1756-5529,1,1,1,0,0,1,Germany
2018,1756-5529,4,3,2,2,0,4,Global
2019,1756-5529,17,9,14,10,0,17,Global
2019,1756-5529,2,2,1,2,0,2,Germany
2020,1756-5529,13,0,10,8,0,13,Global
2020,1756-5529,1,0,0,0,0,1,Germany
2021,1756-5529,20,0,15,15,0,20,Global
2021,1756-5529,5,0,3,3,0,5,Germany
2022,1756-5529,16,0,11,13,0,16,Global
2017,1756-5901,9,0,9,7,9,9,Global
2018,1756-5901,25,0,23,21,25,23,Global
2018,1756-5901,2,0,1,1,2,1,Germany
2019,1756-5901,23,0,22,18,22,22,Global
2019,1756-5901,1,0,1,0,1,1,Germany
2020,1756-5901,20,0,19,13,20,18,Global
2020,1756-5901,1,0,1,0,1,1,Germany
2021,1756-5901,5,0,3,4,5,5,Global
2022,1756-5901,17,0,11,12,17,17,Global
2022,1756-5901,1,0,1,1,1,1,Germany
2017,1756-7505,1,1,0,1,0,1,Global
2018,1756-7505,1,1,1,1,0,1,Global
2019,1756-7505,2,2,1,1,0,2,Global
2020,1756-7505,2,0,0,0,0,2,Global
2021,1756-7505,10,0,5,3,0,10,Global
2022,1756-7505,5,0,3,4,0,5,Global
2022,1756-7505,1,0,1,1,0,1,Germany
2017,1756-8757,2,2,0,0,0,2,Global
2017,1756-8757,1,1,0,0,0,1,Germany
2018,1756-8757,21,21,0,16,0,21,Global
2018,1756-8757,2,2,0,1,0,2,Germany
2019,1756-8757,21,21,0,12,0,21,Global
2019,1756-8757,3,3,0,0,0,3,Germany
2020,1756-8757,10,10,3,7,0,10,Global
2020,1756-8757,5,5,0,4,0,5,Germany
2021,1756-8757,9,9,5,3,0,9,Global
2021,1756-8757,3,3,2,1,0,3,Germany
2022,1756-8757,12,12,3,1,0,12,Global
2022,1756-8757,4,4,2,1,0,4,Germany
2017,1756-9338,9,9,3,3,0,9,Global
2017,1756-9338,3,3,1,1,0,3,Germany
2018,1756-9338,4,4,4,3,0,4,Global
2019,1756-9338,7,7,6,4,0,7,Global
2020,1756-9338,13,13,10,5,0,13,Global
2020,1756-9338,2,2,2,1,0,2,Germany
2021,1756-9338,23,23,19,8,0,23,Global
2021,1756-9338,5,5,4,1,0,5,Germany
2022,1756-9338,37,37,24,19,0,37,Global
2022,1756-9338,2,2,2,1,0,2,Germany
2020,1756-9370,1,0,0,0,0,1,Global
2021,1756-9370,1,0,1,1,0,1,Global
2017,1757-0638,1,1,0,1,0,1,Global
2020,1757-0638,2,0,1,0,0,2,Global
2021,1757-0638,1,0,0,0,0,1,Global
2022,1757-0638,1,0,1,1,0,1,Global
2017,1757-5664,3,3,3,2,0,3,Global
2018,1757-5664,4,4,3,4,0,4,Global
2019,1757-5664,7,7,5,2,0,7,Global
2020,1757-5664,3,3,2,1,0,3,Global
2020,1757-5664,1,1,1,0,0,1,Germany
2021,1757-5664,6,6,5,1,0,6,Global
2021,1757-5664,1,1,1,0,0,1,Germany
2022,1757-5664,1,1,1,0,0,1,Global
2017,1757-7004,4,4,0,3,0,4,Global
2018,1757-7004,4,4,1,4,0,4,Global
2019,1757-7004,7,7,5,7,0,7,Global
2019,1757-7004,1,1,1,1,0,1,Germany
2020,1757-7004,11,11,11,11,0,11,Global
2020,1757-7004,1,1,1,1,0,1,Germany
2021,1757-7004,19,19,19,14,0,19,Global
2021,1757-7004,3,3,3,3,0,3,Germany
2022,1757-7004,23,23,23,20,0,23,Global
2022,1757-7004,3,3,3,2,0,3,Germany
2017,1757-7632,1,1,0,1,0,0,Global
2020,1757-7632,1,0,1,1,0,0,Global
2021,1757-7632,7,0,2,0,0,0,Global
2022,1757-7632,5,0,0,0,0,0,Global
2017,1757-7780,9,9,5,6,0,9,Global
2017,1757-7780,1,1,1,1,0,1,Germany
2018,1757-7780,16,16,9,13,0,16,Global
2018,1757-7780,1,1,1,1,0,1,Germany
2019,1757-7780,14,14,11,8,0,14,Global
2019,1757-7780,2,2,2,0,0,2,Germany
2020,1757-7780,31,31,31,18,0,31,Global
2020,1757-7780,7,7,7,5,0,7,Germany
2021,1757-7780,30,30,30,20,0,30,Global
2021,1757-7780,1,1,1,0,0,1,Germany
2022,1757-7780,29,29,29,14,0,29,Global
2022,1757-7780,8,8,8,4,0,8,Germany
2018,1757-7802,3,3,2,2,0,3,Global
2019,1757-7802,6,6,5,4,0,6,Global
2020,1757-7802,13,13,13,2,0,13,Global
2020,1757-7802,2,2,2,0,0,2,Germany
2021,1757-7802,21,21,21,7,0,20,Global
2022,1757-7802,16,16,16,5,0,16,Global
2022,1757-7802,1,1,1,0,0,1,Germany
2019,1757-790X,1,0,0,0,1,1,Global
2020,1757-790X,107,0,61,4,96,107,Global
2020,1757-790X,3,0,1,1,3,3,Germany
2021,1757-790X,222,0,136,15,218,222,Global
2021,1757-790X,1,0,1,0,1,1,Germany
2022,1757-790X,95,0,63,10,94,95,Global
2022,1757-790X,2,0,1,0,2,2,Germany
2019,1757-9597,1,1,0,0,1,0,Global
2020,1757-9597,4,4,0,0,4,0,Global
2021,1757-9597,6,6,0,0,6,6,Global
2021,1757-9597,3,3,0,0,3,3,Germany
2022,1757-9597,5,5,0,1,4,4,Global
2022,1757-9597,2,2,0,0,2,2,Germany
2018,1757-9619,3,0,1,3,0,3,Global
2019,1757-9619,4,0,1,1,4,4,Global
2020,1757-9619,4,0,2,2,4,4,Global
2021,1757-9619,10,0,7,6,10,10,Global
2022,1757-9619,10,0,7,6,10,10,Global
2017,1757-9694,5,0,4,3,3,4,Global
2018,1757-9694,4,0,4,4,3,4,Global
2019,1757-9694,3,0,2,3,3,3,Global
2019,1757-9694,1,0,0,1,1,1,Germany
2020,1757-9694,2,0,2,1,2,2,Global
2021,1757-9694,6,0,5,6,6,6,Global
2022,1757-9694,2,0,2,2,2,2,Global
2017,1757-9961,2,2,0,2,0,0,Global
2019,1757-9961,2,1,0,1,0,0,Global
2020,1757-9961,1,0,0,1,0,0,Global
2021,1757-9961,8,0,1,2,0,0,Global
2021,1757-9961,1,0,0,0,0,0,Germany
2022,1757-9961,7,0,1,1,0,0,Global
2017,1758-0854,1,1,0,1,0,1,Global
2018,1758-0854,3,3,2,2,0,3,Global
2019,1758-0854,1,1,0,1,0,1,Global
2020,1758-0854,9,9,9,5,0,9,Global
2020,1758-0854,3,3,3,1,0,3,Germany
2021,1758-0854,23,23,23,10,0,23,Global
2021,1758-0854,7,7,7,3,0,7,Germany
2022,1758-0854,40,40,40,15,0,40,Global
2022,1758-0854,13,13,13,3,0,13,Germany
2021,1758-1559,1,1,1,0,1,1,Global
2022,1758-1559,1,1,1,1,1,1,Global
2017,1758-2229,6,6,2,6,0,6,Global
2018,1758-2229,14,14,12,14,0,14,Global
2019,1758-2229,15,15,15,14,0,15,Global
2019,1758-2229,4,4,4,4,0,4,Germany
2020,1758-2229,15,15,15,14,0,15,Global
2020,1758-2229,7,7,7,7,0,7,Germany
2021,1758-2229,22,22,21,14,0,22,Global
2021,1758-2229,6,6,5,3,0,6,Germany
2022,1758-2229,30,30,25,17,0,30,Global
2022,1758-2229,3,3,2,2,0,3,Germany
2017,1758-5082,5,5,1,1,0,5,Global
2017,1758-5082,1,1,0,0,0,1,Germany
2018,1758-5082,9,9,8,6,0,9,Global
2018,1758-5082,1,1,0,1,0,1,Germany
2019,1758-5082,11,11,11,10,7,11,Global
2019,1758-5082,1,1,1,1,1,1,Germany
2020,1758-5082,33,33,33,32,29,33,Global
2020,1758-5082,7,7,7,7,6,7,Germany
2021,1758-5082,37,37,37,34,35,37,Global
2021,1758-5082,6,6,6,6,6,6,Germany
2022,1758-5082,29,29,29,26,29,29,Global
2022,1758-5082,5,5,5,5,5,5,Germany
2017,1758-5716,1,1,0,1,0,1,Global
2021,1758-5716,6,0,4,1,0,6,Global
2017,1758-5864,1,1,1,0,0,1,Global
2019,1758-5864,1,1,1,0,0,1,Global
2020,1758-5864,3,3,3,1,0,3,Global
2021,1758-5864,8,8,7,1,0,8,Global
2021,1758-5864,1,1,1,0,0,1,Germany
2022,1758-5864,2,2,1,0,0,2,Global
2017,1758-5880,4,4,0,2,0,4,Global
2017,1758-5880,1,1,0,1,0,1,Germany
2018,1758-5880,9,9,5,3,0,9,Global
2018,1758-5880,1,1,0,1,0,1,Germany
2019,1758-5880,17,17,6,3,0,16,Global
2019,1758-5880,3,3,1,1,0,3,Germany
2020,1758-5880,17,17,10,7,0,17,Global
2020,1758-5880,5,5,3,2,0,5,Germany
2021,1758-5880,21,21,17,8,0,21,Global
2021,1758-5880,8,8,6,3,0,8,Germany
2022,1758-5880,37,37,30,12,0,36,Global
2022,1758-5880,3,3,3,2,0,3,Germany
2017,1758-5902,2,2,1,0,0,2,Global
2018,1758-5902,2,2,1,0,0,2,Global
2019,1758-5902,4,4,3,0,0,4,Global
2020,1758-5902,10,10,10,1,0,10,Global
2021,1758-5902,5,5,5,0,0,5,Global
2022,1758-5902,7,7,7,0,0,7,Global
2022,1758-5902,1,1,1,0,0,1,Germany
2021,1758-678X,5,5,5,4,4,4,Global
2021,1758-678X,3,3,3,2,2,2,Germany
2022,1758-678X,31,31,31,14,30,30,Global
2022,1758-678X,8,8,8,4,8,8,Germany
2019,1758-6801,2,0,1,0,0,2,Global
2017,1758-8103,4,4,0,4,0,4,Global
2018,1758-8103,4,4,4,3,0,4,Global
2019,1758-8103,9,9,9,6,0,9,Global
2020,1758-8103,16,16,16,4,0,16,Global
2021,1758-8103,24,24,24,7,0,24,Global
2022,1758-8103,17,17,17,8,0,17,Global
2017,1758-8936,2,2,0,2,0,2,Global
2018,1758-8936,2,2,1,2,0,2,Global
2019,1758-8936,4,1,4,2,0,4,Global
2020,1758-8936,6,0,4,4,0,6,Global
2022,1758-8936,2,0,1,1,0,2,Global
2017,1759-0787,4,0,0,0,4,4,Global
2018,1759-0787,5,0,0,0,5,5,Global
2018,1759-0787,2,0,0,0,2,2,Germany
2019,1759-0787,7,0,5,0,7,7,Global
2019,1759-0787,5,0,3,0,5,5,Germany
2020,1759-0787,13,0,13,0,13,13,Global
2020,1759-0787,4,0,4,0,4,4,Germany
2021,1759-0787,33,0,32,1,32,32,Global
2021,1759-0787,4,0,4,0,4,4,Germany
2022,1759-0787,11,0,11,3,11,11,Global
2022,1759-0787,2,0,2,2,2,2,Germany
2017,1759-0884,1,1,1,0,0,1,Global
2018,1759-0884,3,3,2,3,0,3,Global
2018,1759-0884,1,1,0,1,0,1,Germany
2019,1759-0884,6,6,6,5,0,6,Global
2019,1759-0884,3,3,3,2,0,3,Germany
2020,1759-0884,6,6,6,6,0,6,Global
2020,1759-0884,2,2,2,2,0,2,Germany
2021,1759-0884,20,20,20,16,0,20,Global
2021,1759-0884,3,3,3,3,0,3,Germany
2022,1759-0884,14,14,14,11,0,14,Global
2022,1759-0884,1,1,1,1,0,1,Germany
2017,1759-1961,4,4,0,3,0,4,Global
2018,1759-1961,3,3,2,3,0,3,Global
2019,1759-1961,2,2,1,2,0,2,Global
2020,1759-1961,1,1,1,0,0,1,Global
2021,1759-1961,7,7,3,1,0,7,Global
2021,1759-1961,1,1,0,0,0,1,Germany
2022,1759-1961,5,5,2,0,0,5,Global
2017,1759-2879,12,12,12,9,0,12,Global
