cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2018,1759-2879,10,10,10,10,0,10,Global
2018,1759-2879,2,2,2,2,0,2,Germany
2019,1759-2879,21,21,21,14,0,21,Global
2019,1759-2879,3,3,3,2,0,3,Germany
2020,1759-2879,44,44,44,21,0,44,Global
2020,1759-2879,11,11,11,2,0,11,Germany
2021,1759-2879,28,28,28,11,0,28,Global
2021,1759-2879,11,11,11,4,0,11,Germany
2022,1759-2879,33,33,33,16,0,33,Global
2022,1759-2879,12,12,12,6,0,12,Germany
2021,1759-5134,3,0,0,0,3,3,Global
2022,1759-5134,4,0,2,2,4,4,Global
2018,1759-6831,1,1,0,1,0,1,Global
2019,1759-6831,2,2,2,2,0,2,Global
2020,1759-6831,13,13,13,12,0,13,Global
2020,1759-6831,2,2,2,2,0,2,Germany
2021,1759-6831,11,11,11,6,0,11,Global
2022,1759-6831,12,12,11,7,0,11,Global
2017,1759-7269,1,1,1,1,0,1,Global
2018,1759-7269,2,0,2,2,0,2,Global
2019,1759-7269,3,1,3,2,0,3,Global
2020,1759-7269,2,0,2,1,0,2,Global
2021,1759-7269,3,0,2,2,0,3,Global
2022,1759-7269,4,0,3,3,0,4,Global
2019,1759-7536,2,0,2,0,0,2,Global
2019,1759-7536,2,0,2,0,0,2,Germany
2021,1759-7536,4,0,2,0,0,4,Global
2021,1759-7536,2,0,1,0,0,2,Germany
2022,1759-7536,3,0,2,1,0,3,Global
2017,1759-7684,4,4,1,3,0,4,Global
2019,1759-7684,4,4,3,3,0,4,Global
2019,1759-7684,1,1,1,1,0,1,Germany
2020,1759-7684,2,2,2,2,0,2,Global
2017,1759-8273,3,3,0,0,2,0,Global
2019,1759-8273,2,2,0,1,2,0,Global
2021,1759-8273,1,1,0,0,1,0,Global
2022,1759-8273,2,2,0,0,2,2,Global
2019,1759-8478,5,0,5,2,5,5,Global
2020,1759-8478,43,0,39,20,40,43,Global
2020,1759-8478,4,0,4,2,3,4,Germany
2021,1759-8478,54,0,52,25,50,53,Global
2021,1759-8478,6,0,6,3,6,6,Germany
2022,1759-8478,39,0,38,21,39,39,Global
2022,1759-8478,5,0,4,0,5,5,Germany
2017,1759-8885,1,1,1,0,0,1,Global
2018,1759-8885,2,2,1,1,0,2,Global
2019,1759-8885,1,1,1,1,0,1,Global
2020,1759-8885,2,2,2,1,2,2,Global
2021,1759-8885,3,0,2,1,2,3,Global
2022,1759-8885,2,0,2,1,2,2,Global
2017,1759-9660,5,0,4,4,5,5,Global
2018,1759-9660,23,0,16,14,23,15,Global
2018,1759-9660,2,0,2,2,2,2,Germany
2019,1759-9660,30,0,28,21,30,26,Global
2019,1759-9660,3,0,3,2,3,3,Germany
2020,1759-9660,26,0,23,20,26,23,Global
2020,1759-9660,1,0,1,0,1,1,Germany
2021,1759-9660,42,0,35,22,42,33,Global
2021,1759-9660,2,0,2,2,2,2,Germany
2022,1759-9660,33,0,24,24,33,27,Global
2022,1759-9660,1,0,1,1,1,1,Germany
2017,1759-9954,16,0,12,8,16,13,Global
2017,1759-9954,4,0,4,3,4,4,Germany
2018,1759-9954,39,0,33,28,39,33,Global
2018,1759-9954,6,0,6,5,6,6,Germany
2019,1759-9954,67,0,59,56,67,58,Global
2019,1759-9954,20,0,16,15,20,16,Germany
2020,1759-9954,96,0,83,67,96,84,Global
2020,1759-9954,24,0,23,18,24,23,Germany
2021,1759-9954,105,0,94,81,105,94,Global
2021,1759-9954,19,0,19,16,19,19,Germany
2022,1759-9954,80,0,74,68,80,75,Global
2022,1759-9954,5,0,3,2,5,3,Germany
2020,1760-2734,3,3,2,1,0,3,Global
2021,1760-2734,8,8,6,1,0,8,Global
2021,1760-2734,1,1,1,1,0,1,Germany
2022,1760-2734,9,9,8,0,0,9,Global
2022,1760-2734,1,1,0,0,0,1,Germany
2020,1761-7227,2,2,0,1,0,2,Global
2021,1761-7227,3,3,2,0,0,3,Global
2022,1761-7227,4,4,1,0,0,4,Global
2020,1765-4629,2,2,0,0,0,2,Global
2022,1765-4629,2,2,1,0,0,2,Global
2017,1768-6733,1,1,0,0,0,1,Global
2019,1768-6733,4,1,3,2,0,4,Global
2019,1768-6733,2,0,2,1,0,2,Germany
2020,1768-6733,1,0,1,0,0,1,Global
2020,1768-6733,1,0,1,0,0,1,Germany
2021,1768-6733,1,0,0,1,0,1,Global
2022,1768-6733,1,0,1,1,0,1,Global
2017,1769-7212,3,3,3,1,0,3,Global
2018,1769-7212,3,3,2,2,0,3,Global
2019,1769-7212,14,14,9,11,0,14,Global
2019,1769-7212,1,1,1,1,0,1,Germany
2020,1769-7212,16,16,3,9,0,16,Global
2021,1769-7212,18,18,13,9,0,18,Global
2022,1769-7212,31,31,24,9,0,31,Global
2022,1769-7212,3,3,3,1,0,3,Germany
2022,1769-7255,3,3,0,0,0,3,Global
2017,1773-0155,18,18,9,13,0,18,Global
2017,1773-0155,3,3,2,2,0,3,Germany
2018,1773-0155,21,21,15,16,1,20,Global
2018,1773-0155,1,1,0,1,0,1,Germany
2019,1773-0155,12,12,10,12,5,12,Global
2019,1773-0155,1,1,1,1,1,1,Germany
2020,1773-0155,19,19,13,16,19,19,Global
2020,1773-0155,4,4,2,4,4,4,Germany
2021,1773-0155,29,29,26,25,29,29,Global
2021,1773-0155,3,3,3,3,3,3,Germany
2022,1773-0155,58,58,55,45,57,57,Global
2022,1773-0155,7,7,7,6,7,7,Germany
2018,1773-2247,3,3,2,2,0,3,Global
2019,1773-2247,6,6,1,5,0,6,Global
2019,1773-2247,1,1,0,1,0,1,Germany
2020,1773-2247,11,11,2,7,0,10,Global
2020,1773-2247,1,1,1,0,0,1,Germany
2021,1773-2247,18,18,14,10,0,18,Global
2021,1773-2247,1,1,0,1,0,1,Germany
2022,1773-2247,25,25,22,12,0,25,Global
2022,1773-2247,1,1,1,0,0,1,Germany
2017,1776-2596,10,10,2,6,0,10,Global
2018,1776-2596,13,13,6,12,0,13,Global
2019,1776-2596,18,18,9,12,1,17,Global
2019,1776-2596,3,3,1,3,0,3,Germany
2020,1776-2596,26,26,13,13,0,23,Global
2020,1776-2596,3,3,2,1,0,3,Germany
2021,1776-2596,41,41,21,26,0,36,Global
2021,1776-2596,2,2,1,2,0,2,Germany
2022,1776-2596,24,24,18,17,0,20,Global
2019,1779-0123,1,1,1,0,0,1,Global
2020,1779-0123,1,1,0,0,0,1,Global
2021,1779-0123,3,3,0,0,0,3,Global
2022,1779-0123,3,3,0,0,0,2,Global
2019,1783-5917,1,1,1,1,1,1,Global
2020,1783-5917,1,1,1,0,1,1,Global
2022,1783-5917,1,1,1,1,1,1,Global
2017,1783-7677,2,2,1,1,0,2,Global
2017,1783-7677,1,1,0,1,0,1,Germany
2018,1783-7677,7,7,3,7,0,7,Global
2019,1783-7677,6,6,4,5,1,6,Global
2020,1783-7677,8,8,8,8,8,8,Global
2020,1783-7677,2,2,2,2,2,2,Germany
2021,1783-7677,8,8,8,6,8,8,Global
2021,1783-7677,1,1,1,1,1,1,Germany
2022,1783-7677,4,4,4,2,4,4,Global
2017,1784-3286,3,3,3,2,0,3,Global
2018,1784-3286,1,0,0,1,0,1,Global
2019,1784-3286,2,1,2,1,0,2,Global
2020,1784-3286,2,0,1,1,0,2,Global
2021,1784-3286,5,0,5,4,0,5,Global
2021,1793-0391,2,2,2,0,2,0,Global
2022,1793-0391,1,1,1,0,1,1,Global
2018,1793-6292,3,3,3,1,0,3,Global
2019,1793-6292,5,4,5,3,0,5,Global
2020,1793-6292,5,0,5,3,0,5,Global
2021,1793-6292,16,0,10,9,0,16,Global
2022,1793-6292,7,0,6,3,0,7,Global
2019,1793-8120,1,1,1,1,0,1,Global
2021,1793-8120,1,0,1,0,0,1,Global
2022,1793-8120,1,0,0,0,0,1,Global
2017,1793-9453,3,3,0,1,1,3,Global
2018,1793-9453,1,1,0,1,0,1,Global
2019,1793-9453,11,11,11,7,7,11,Global
2020,1793-9453,8,8,6,4,8,8,Global
2021,1793-9453,11,11,11,7,11,11,Global
2022,1793-9453,7,7,7,4,7,7,Global
2019,1802-9698,12,12,9,5,0,11,Global
2020,1802-9698,1,1,0,0,1,1,Global
2018,1807-0302,4,4,4,1,0,3,Global
2019,1807-0302,2,2,1,2,1,2,Global
2020,1807-0302,2,2,2,0,2,2,Global
2021,1807-0302,12,12,10,9,12,12,Global
2022,1807-0302,13,13,13,12,13,13,Global
2020,1810-7478,3,0,0,0,3,3,Global
2021,1810-7478,3,0,0,0,3,3,Global
2022,1810-7478,4,0,0,0,4,4,Global
2019,1811-7295,2,0,2,0,0,2,Global
2020,1811-7295,4,0,4,2,0,4,Global
2021,1811-7295,1,0,1,1,0,1,Global
2022,1811-7295,3,0,3,0,0,3,Global
2020,1812-5441,2,0,2,1,0,2,Global
2018,1814-232X,1,1,1,1,0,1,Global
2019,1814-232X,3,0,3,0,0,3,Global
2020,1814-232X,1,0,1,0,0,1,Global
2021,1814-232X,5,0,5,3,0,5,Global
2019,1814-6627,1,0,1,0,0,1,Global
2017,1815-5669,1,1,0,1,0,1,Global
2019,1815-5669,1,1,0,0,0,1,Global
2020,1815-5669,2,2,1,1,0,2,Global
2021,1815-5669,2,2,2,1,0,2,Global
2021,1817-0641,1,1,0,0,0,1,Global
2017,1818-6300,5,5,3,0,0,5,Global
2018,1818-6300,12,12,10,3,0,12,Global
2019,1818-6300,13,13,10,4,7,13,Global
2020,1818-6300,10,10,8,5,10,10,Global
2021,1818-6300,26,26,24,17,26,26,Global
2021,1818-6300,3,3,3,2,3,3,Germany
2022,1818-6300,20,20,17,18,19,19,Global
2022,1818-6300,3,3,2,3,3,3,Germany
2021,1818-9962,4,4,0,0,4,4,Global
2021,1819-7124,3,3,0,0,3,3,Global
2017,1824-7490,4,4,3,1,0,4,Global
2018,1824-7490,3,3,3,0,0,3,Global
2019,1824-7490,7,7,6,0,3,7,Global
2020,1824-7490,10,10,9,5,10,10,Global
2021,1824-7490,28,28,27,17,26,27,Global
2021,1824-7490,2,2,2,1,1,1,Germany
2022,1824-7490,25,25,23,18,25,25,Global
2017,1828-0447,6,6,1,0,0,5,Global
2018,1828-0447,6,6,2,3,0,6,Global
2019,1828-0447,13,13,10,6,5,12,Global
2020,1828-0447,31,31,28,20,30,31,Global
2021,1828-0447,59,59,50,52,57,59,Global
2021,1828-0447,3,3,1,2,3,3,Germany
2022,1828-0447,51,51,49,34,46,48,Global
2022,1828-0447,2,2,2,1,2,2,Germany
2017,1832-4274,5,0,0,0,5,5,Global
2018,1832-4274,14,0,0,0,14,14,Global
2019,1832-4274,30,0,0,0,29,29,Global
2019,1832-4274,2,0,0,0,2,2,Germany
2020,1832-4274,15,0,1,0,14,15,Global
2021,1832-4274,13,0,0,0,12,12,Global
2022,1832-4274,12,0,6,0,12,12,Global
2019,1833-3672,1,0,1,0,1,1,Global
2020,1833-3672,1,0,1,0,1,1,Global
2021,1833-3672,18,0,18,0,18,17,Global
2022,1833-3672,18,0,18,4,17,18,Global
2022,1833-3672,2,0,2,0,2,2,Germany
2020,1833-5330,1,0,1,0,0,1,Global
2021,1833-5330,2,0,2,0,0,2,Global
2022,1833-5330,4,0,3,1,0,4,Global
2019,1836-6503,1,0,1,1,0,1,Global
2021,1836-6503,1,0,0,0,0,1,Global
2019,1836-6864,1,1,1,0,0,1,Global
2020,1836-6864,1,1,1,0,0,1,Global
2021,1836-6864,3,3,3,1,0,3,Global
2022,1836-6864,8,8,7,2,0,8,Global
2021,1836-9391,1,1,1,0,1,1,Global
2017,1837-4905,1,1,1,0,0,1,Global
2021,1837-4905,1,0,1,1,0,1,Global
2022,1837-4905,3,0,2,3,0,3,Global
2022,1837-4905,1,0,1,1,0,1,Germany
2017,1838-0743,2,2,0,0,0,0,Global
2019,1838-0743,2,1,1,0,0,0,Global
2020,1838-0743,1,0,0,0,0,0,Global
2021,1838-0743,1,0,1,0,0,0,Global
2022,1838-0743,6,0,6,3,0,0,Global
2020,1838-0956,2,0,2,0,2,2,Global
2017,1839-3330,1,1,1,1,0,1,Global
2019,1839-3330,4,4,4,3,0,4,Global
2021,1839-3330,2,2,2,1,0,2,Global
2022,1839-3330,5,5,5,1,0,5,Global
2020,1839-5252,1,0,1,0,1,1,Global
2021,1839-5252,4,0,4,0,4,4,Global
2022,1839-5252,17,0,16,0,17,17,Global
2018,1860-1499,3,3,1,2,0,3,Global
2019,1860-1499,2,2,2,1,0,2,Global
2019,1860-1499,1,1,1,0,0,1,Germany
2020,1860-1499,3,3,2,3,3,3,Global
2020,1860-1499,1,1,1,1,1,1,Germany
2021,1860-1499,2,2,2,2,2,2,Global
2022,1860-1499,3,3,3,2,3,3,Global
2017,1860-1871,2,2,0,1,0,2,Global
2018,1860-1871,2,2,2,0,0,2,Global
2019,1860-1871,3,3,0,2,0,3,Global
2020,1860-1871,2,2,2,1,2,2,Global
2021,1860-1871,2,2,2,1,2,2,Global
2022,1860-1871,4,4,4,4,4,4,Global
2017,1860-6768,26,26,4,26,0,26,Global
2017,1860-6768,4,4,1,4,0,4,Germany
2018,1860-6768,29,29,9,22,0,29,Global
2018,1860-6768,4,4,2,2,0,4,Germany
2019,1860-6768,27,27,21,13,0,27,Global
2019,1860-6768,6,6,4,4,0,6,Germany
2020,1860-6768,42,42,39,26,0,42,Global
2020,1860-6768,17,17,17,9,0,17,Germany
2021,1860-6768,22,22,21,8,0,22,Global
2021,1860-6768,5,5,4,3,0,5,Germany
2022,1860-6768,38,38,36,7,0,38,Global
2022,1860-6768,9,9,9,3,0,9,Germany
2017,1860-711X,2,2,2,0,0,2,Global
2018,1860-711X,1,1,1,1,0,1,Global
2019,1860-711X,2,2,2,2,1,2,Global
2020,1860-711X,13,13,12,12,13,13,Global
2020,1860-711X,1,1,1,1,1,1,Germany
2021,1860-711X,12,12,11,8,12,12,Global
2021,1860-711X,2,2,2,2,2,2,Germany
2022,1860-711X,9,9,7,7,9,9,Global
2017,1860-7179,14,14,12,10,0,14,Global
2017,1860-7179,5,5,3,4,0,5,Germany
2018,1860-7179,15,15,15,13,0,15,Global
2018,1860-7179,4,4,4,4,0,4,Germany
2019,1860-7179,23,23,23,12,0,23,Global
2019,1860-7179,11,11,11,2,0,11,Germany
2020,1860-7179,68,68,63,41,0,68,Global
2020,1860-7179,41,41,40,21,0,41,Germany
2021,1860-7179,89,89,81,46,0,89,Global
2021,1860-7179,31,31,31,14,0,31,Germany
2022,1860-7179,68,68,64,37,0,68,Global
2022,1860-7179,15,15,15,8,0,15,Germany
2018,1860-7330,2,2,0,0,2,2,Global
2020,1860-7330,6,6,1,0,5,6,Global
2021,1860-7330,11,11,5,0,10,11,Global
2021,1860-7330,1,1,1,0,1,1,Germany
2022,1860-7330,7,7,3,0,7,7,Global
2022,1860-7330,1,1,0,0,1,1,Germany
2017,1860-8965,12,12,4,6,3,12,Global
2018,1860-8965,24,24,10,9,0,24,Global
2018,1860-8965,3,3,1,2,0,3,Germany
2019,1860-8965,20,20,14,12,6,20,Global
2019,1860-8965,1,1,1,1,1,1,Germany
2020,1860-8965,14,14,13,8,14,14,Global
2021,1860-8965,19,19,17,10,19,19,Global
2021,1860-8965,4,4,4,4,4,4,Germany
2022,1860-8965,9,9,9,6,9,9,Global
2017,1860-9716,1,1,0,0,0,1,Global
2017,1860-9716,1,1,0,0,0,1,Germany
2018,1860-9716,3,3,0,0,0,3,Global
2018,1860-9716,3,3,0,0,0,3,Germany
2019,1860-9716,1,1,0,1,1,1,Global
2020,1860-9716,1,1,0,0,1,1,Global
2020,1860-9716,1,1,0,0,1,1,Germany
2021,1860-9716,1,1,0,1,0,1,Global
2017,1861-0684,25,25,7,14,1,25,Global
2017,1861-0684,12,12,4,6,0,12,Germany
2018,1861-0684,24,24,11,9,0,24,Global
2018,1861-0684,8,8,3,4,0,8,Germany
2019,1861-0684,30,30,21,13,8,30,Global
2019,1861-0684,12,12,8,5,3,12,Germany
2020,1861-0684,106,106,76,57,92,99,Global
2020,1861-0684,84,84,59,44,72,81,Germany
2021,1861-0684,124,124,104,104,105,116,Global
2021,1861-0684,88,88,74,78,71,82,Germany
2022,1861-0684,86,86,79,74,80,82,Global
2022,1861-0684,43,43,41,41,39,42,Germany
2017,1861-1125,9,9,5,3,0,8,Global
2018,1861-1125,4,4,3,4,0,4,Global
2019,1861-1125,8,8,5,6,1,8,Global
2020,1861-1125,20,20,13,12,20,20,Global
2020,1861-1125,6,6,4,4,6,6,Germany
2021,1861-1125,39,39,35,33,38,38,Global
2021,1861-1125,9,9,8,7,8,8,Germany
2022,1861-1125,44,44,38,43,44,44,Global
2022,1861-1125,10,10,8,10,10,10,Germany
2017,1861-2032,1,1,1,0,0,1,Global
2017,1861-2032,1,1,1,0,0,1,Germany
2018,1861-2032,1,1,1,1,0,1,Global
2019,1861-2032,1,1,1,1,0,1,Global
2020,1861-2032,2,2,0,2,2,2,Global
2020,1861-2032,1,1,0,1,1,1,Germany
2021,1861-2032,9,9,9,7,9,9,Global
2021,1861-2032,6,6,6,4,6,6,Germany
2017,1861-2776,1,1,1,1,0,1,Global
2018,1861-2776,1,1,1,1,0,1,Global
2019,1861-2776,3,3,2,2,1,3,Global
2020,1861-2776,2,2,2,2,2,2,Global
2021,1861-2776,5,5,2,3,5,5,Global
2022,1861-2776,5,5,5,4,5,5,Global
2022,1861-2776,1,1,1,1,1,1,Germany
2017,1861-3829,8,8,0,3,0,8,Global
2017,1861-3829,2,2,0,0,0,2,Germany
2018,1861-3829,7,7,4,4,1,7,Global
2019,1861-3829,8,8,3,3,4,8,Global
2020,1861-3829,19,19,12,16,19,19,Global
2020,1861-3829,10,10,6,9,10,10,Germany
2021,1861-3829,27,27,16,24,25,25,Global
2021,1861-3829,9,9,4,8,8,8,Germany
2022,1861-3829,23,23,16,22,23,23,Global
2022,1861-3829,10,10,7,9,10,10,Germany
2017,1861-471X,3,3,3,2,0,3,Global
2018,1861-471X,2,2,2,2,0,2,Global
2018,1861-471X,1,1,1,1,0,1,Germany
2019,1861-471X,7,7,7,7,0,7,Global
2019,1861-471X,3,3,3,3,0,3,Germany
2020,1861-471X,19,19,18,9,0,19,Global
2020,1861-471X,9,9,8,5,0,9,Germany
2021,1861-471X,13,13,10,10,0,13,Global
2021,1861-471X,4,4,1,3,0,4,Germany
2022,1861-471X,23,23,23,18,0,23,Global
2022,1861-471X,3,3,3,3,0,3,Germany
2017,1861-6410,29,29,16,25,0,29,Global
2017,1861-6410,4,4,2,4,0,4,Germany
2018,1861-6410,30,30,26,26,0,30,Global
2018,1861-6410,2,2,2,2,0,2,Germany
2019,1861-6410,25,25,22,22,6,25,Global
2019,1861-6410,6,6,6,5,0,6,Germany
2020,1861-6410,64,64,52,58,64,63,Global
2020,1861-6410,34,34,30,31,34,34,Germany
2021,1861-6410,99,99,90,88,95,94,Global
2021,1861-6410,39,39,34,37,35,35,Germany
2022,1861-6410,73,73,65,65,70,70,Global
2022,1861-6410,26,26,24,24,25,25,Germany
2017,1861-6755,2,2,1,1,0,2,Global
2017,1861-6755,1,1,1,0,0,1,Germany
2018,1861-6755,2,2,2,2,0,2,Global
2018,1861-6755,2,2,2,2,0,2,Germany
2019,1861-6755,5,5,5,2,0,5,Global
2019,1861-6755,3,3,3,0,0,3,Germany
2020,1861-6755,44,44,24,38,44,44,Global
2020,1861-6755,35,35,21,29,35,35,Germany
2021,1861-6755,81,81,59,68,70,70,Global
2021,1861-6755,65,65,48,56,57,57,Germany
2022,1861-6755,50,50,49,48,50,50,Global
2022,1861-6755,37,37,37,35,37,37,Germany
2017,1861-8200,4,4,1,2,0,4,Global
2017,1861-8200,1,1,0,1,0,1,Germany
2018,1861-8200,4,4,3,0,0,4,Global
2019,1861-8200,4,4,2,3,1,4,Global
2019,1861-8200,1,1,1,1,0,1,Germany
2020,1861-8200,7,7,3,5,7,7,Global
2020,1861-8200,1,1,1,1,1,1,Germany
2021,1861-8200,12,12,8,10,12,12,Global
2021,1861-8200,1,1,1,1,1,1,Germany
2022,1861-8200,6,6,3,4,6,6,Global
2022,1861-8200,2,2,1,2,2,2,Germany
2017,1861-9681,1,1,0,0,0,1,Global
2017,1861-9681,1,1,0,0,0,1,Germany
2018,1861-9681,2,2,0,1,0,2,Global
2018,1861-9681,1,1,0,0,0,1,Germany
2019,1861-9681,2,2,0,1,0,2,Global
2019,1861-9681,1,1,0,0,0,1,Germany
2020,1861-9681,1,1,0,1,1,1,Global
2021,1861-9681,4,4,0,0,3,3,Global
2021,1861-9681,4,4,0,0,3,3,Germany
2022,1861-9681,2,2,0,0,1,2,Global
2022,1861-9681,2,2,0,0,1,2,Germany
2017,1862-040X,1,1,0,1,0,0,Global
2018,1862-040X,1,1,0,1,0,1,Global
2019,1862-040X,3,3,0,2,0,3,Global
2019,1862-040X,2,2,0,1,0,2,Germany
2020,1862-040X,2,2,0,1,2,2,Global
2021,1862-040X,3,3,0,1,3,3,Global
2021,1862-040X,2,2,0,0,2,2,Germany
2017,1862-3522,19,19,0,10,0,19,Global
2018,1862-3522,26,26,1,11,0,26,Global
2019,1862-3522,18,18,1,12,5,17,Global
2019,1862-3522,1,1,0,0,0,1,Germany
2020,1862-3522,30,30,7,20,30,30,Global
2020,1862-3522,1,1,0,1,1,1,Germany
2021,1862-3522,30,30,7,7,29,27,Global
2022,1862-3522,39,39,10,25,36,35,Global
2017,1862-4057,29,29,18,24,1,29,Global
2017,1862-4057,2,2,2,2,0,2,Germany
2018,1862-4057,39,39,25,28,3,39,Global
2018,1862-4057,6,6,2,6,0,6,Germany
2019,1862-4057,56,56,48,32,21,55,Global
2019,1862-4057,7,7,5,2,1,6,Germany
2020,1862-4057,54,54,38,35,54,50,Global
2020,1862-4057,11,11,7,7,11,11,Germany
2021,1862-4057,116,116,108,96,107,104,Global
2021,1862-4057,23,23,21,21,21,22,Germany
2022,1862-4057,90,90,80,74,85,85,Global
2022,1862-4057,28,28,24,26,26,26,Germany
2017,1862-4472,8,8,5,7,0,8,Global
2018,1862-4472,4,4,3,3,0,4,Global
2019,1862-4472,5,5,5,4,0,5,Global
2020,1862-4472,18,18,16,17,17,17,Global
2020,1862-4472,5,5,5,5,5,5,Germany
2021,1862-4472,25,25,21,23,24,24,Global
2021,1862-4472,10,10,8,10,10,10,Germany
2022,1862-4472,13,13,10,7,12,12,Global
2022,1862-4472,1,1,1,1,1,1,Germany
2017,1862-5282,7,7,0,0,7,7,Global
2018,1862-5282,6,6,0,0,6,6,Global
2018,1862-5282,1,1,0,0,1,1,Germany
2019,1862-5282,6,6,0,0,6,6,Global
2019,1862-5282,3,3,0,0,3,3,Germany
2020,1862-5282,2,2,0,0,2,2,Global
2022,1862-5282,1,1,1,0,1,1,Global
2020,1862-5290,3,3,0,0,3,3,Global
2020,1862-5290,1,1,0,0,1,1,Germany
2022,1862-5290,16,16,1,0,14,15,Global
2022,1862-5290,8,8,0,0,7,7,Germany
2017,1862-5355,1,1,1,1,0,1,Global
2018,1862-5355,5,5,4,2,0,5,Global
2019,1862-5355,7,7,6,7,1,7,Global
2020,1862-5355,11,11,10,10,11,11,Global
2020,1862-5355,4,4,4,4,4,4,Germany
2021,1862-5355,22,22,19,18,22,22,Global
2021,1862-5355,2,2,2,2,2,2,Germany
2022,1862-5355,15,15,13,8,15,15,Global
2022,1862-5355,2,2,1,2,2,2,Germany
2017,1862-6254,3,3,0,3,0,3,Global
2018,1862-6254,4,4,3,4,0,4,Global
2018,1862-6254,1,1,1,1,0,1,Germany
2019,1862-6254,8,8,8,5,0,8,Global
2019,1862-6254,5,5,5,2,0,5,Germany
2020,1862-6254,32,32,32,23,0,32,Global
2020,1862-6254,23,23,23,18,0,23,Germany
2021,1862-6254,51,51,51,24,0,51,Global
2021,1862-6254,29,29,29,16,0,29,Germany
2022,1862-6254,29,29,29,11,0,29,Global
2022,1862-6254,13,13,13,7,0,13,Germany
2017,1862-6300,8,8,1,8,0,8,Global
2017,1862-6300,1,1,0,1,0,1,Germany
2018,1862-6300,7,7,6,7,0,7,Global
2019,1862-6300,32,32,30,24,0,32,Global
2019,1862-6300,20,20,20,15,0,20,Germany
2020,1862-6300,59,59,58,39,0,59,Global
2020,1862-6300,34,34,33,22,0,34,Germany
2021,1862-6300,56,56,56,32,0,56,Global
2021,1862-6300,28,28,28,14,0,28,Germany
2022,1862-6300,44,44,44,27,0,44,Global
2022,1862-6300,19,19,19,9,0,19,Germany
2017,1862-6599,8,8,0,1,0,8,Global
2017,1862-6599,4,4,0,0,0,4,Germany
2018,1862-6599,17,17,9,2,0,17,Global
2018,1862-6599,11,11,8,1,0,11,Germany
2019,1862-6599,17,17,9,2,3,17,Global
2019,1862-6599,12,12,7,0,2,12,Germany
2020,1862-6599,29,29,11,19,25,29,Global
2020,1862-6599,23,23,8,15,21,23,Germany
2021,1862-6599,26,26,19,17,20,25,Global
2021,1862-6599,15,15,10,11,10,14,Germany
2022,1862-6599,8,8,8,6,7,8,Global
2022,1862-6599,6,6,6,5,5,6,Germany
2017,1862-7072,1,1,0,1,0,1,Global
2017,1862-7072,1,1,0,1,0,1,Germany
2018,1862-7072,2,2,1,1,1,2,Global
2018,1862-7072,1,1,0,0,1,1,Germany
2019,1862-7072,1,1,0,0,1,0,Global
2019,1862-7072,1,1,0,0,1,0,Germany
2020,1862-7072,40,40,1,32,33,36,Global
2020,1862-7072,24,24,1,21,22,22,Germany
2021,1862-7072,35,35,5,34,25,32,Global
2021,1862-7072,17,17,2,16,13,14,Germany
2022,1862-7072,24,24,8,22,16,23,Global
2022,1862-7072,17,17,7,16,12,16,Germany
2019,1862-832X,3,3,3,0,0,3,Global
2019,1862-832X,3,3,3,0,0,3,Germany
2020,1862-832X,3,3,2,2,0,3,Global
2020,1862-832X,1,1,0,1,0,1,Germany
2021,1862-832X,5,5,5,0,0,5,Global
2021,1862-832X,2,2,2,0,0,2,Germany
2022,1862-832X,8,8,8,3,0,8,Global
2022,1862-832X,3,3,3,0,0,3,Germany
2017,1862-8346,6,6,4,5,0,6,Global
2018,1862-8346,10,10,5,7,0,10,Global
2018,1862-8346,1,1,1,1,0,1,Germany
2019,1862-8346,10,10,7,9,0,10,Global
2019,1862-8346,1,1,0,1,0,1,Germany
2020,1862-8346,14,14,14,11,0,14,Global
2020,1862-8346,5,5,5,3,0,5,Germany
2021,1862-8346,10,10,9,4,0,10,Global
2021,1862-8346,2,2,2,0,0,2,Germany
2022,1862-8346,6,6,5,3,0,6,Global
2022,1862-8346,3,3,2,3,0,3,Germany
2017,1862-8508,1,1,1,0,0,1,Global
2018,1862-8508,3,3,2,3,0,3,Global
2020,1862-8508,2,2,1,1,2,2,Global
2021,1862-8508,5,5,5,5,5,5,Global
2022,1862-8508,5,5,5,4,5,5,Global
2018,1862-9016,1,1,0,0,1,1,Global
2019,1862-9016,1,1,0,1,1,1,Global
2020,1862-9016,4,4,2,3,4,4,Global
2021,1862-9016,8,8,8,0,8,8,Global
2021,1862-9016,6,6,6,0,6,6,Germany
2022,1862-9016,2,2,1,0,2,2,Global
2022,1862-9016,1,1,1,0,1,1,Germany
2020,1862-9148,3,3,2,0,3,0,Global
2022,1862-9148,2,2,1,0,2,0,Global
2022,1862-9148,1,1,1,0,1,0,Germany
2017,1862-9660,3,3,1,3,0,3,Global
2018,1862-9660,2,2,2,2,0,2,Global
2019,1862-9660,1,1,1,1,0,1,Global
2020,1862-9660,8,8,5,8,8,8,Global
2020,1862-9660,1,1,0,1,1,1,Germany
2021,1862-9660,8,8,8,7,8,8,Global
2021,1862-9660,3,3,3,3,3,3,Germany
2022,1862-9660,6,6,5,5,6,6,Global
2022,1862-9660,2,2,2,2,2,2,Germany
2018,1863-0650,1,1,0,0,0,1,Global
2019,1863-0650,1,1,1,1,0,1,Global
2019,1863-0650,1,1,1,1,0,1,Germany
